System	Subsystem	Description	BR_MCF7	BR_MDA_MB_231	BR_HS578T	BR_BT_549	BR_T_47D	CNS_SF_268	CNS_SF_295	CNS_SF_539	CNS_SNB_19	CNS_SNB_75	CNS_U251	CO_COLO205	CO_HCC_2998	CO_HCT_116	CO_HCT_15	CO_HT29	CO_KM12	CO_SW_620	LE_CCRF_CEM	LE_HL_60	LE_K_562	LE_MOLT_4	LE_RPMI_8226	LE_SR	ME_LOXIMVI	ME_MALME_3M	ME_M14	ME_SK_MEL_2	ME_SK_MEL_28	ME_SK_MEL_5	ME_UACC_257	ME_UACC_62	ME_MDA_MB_435	LC_A549_ATCC	LC_EKVX	LC_HOP_62	LC_HOP_92	LC_NCI_H226	LC_NCI_H23	LC_NCI_H322M	LC_NCI_H460	LC_NCI_H522	OV_IGROV1	OV_OVCAR_3	OV_OVCAR_4	OV_OVCAR_5	OV_OVCAR_8	OV_SK_OV_3	OV_NCIADR_RES	PR_PC_3	PR_DU_145	RE_786_0	RE_A498	RE_ACHN	RE_CAKI_1	RE_RXF393	RE_SN12C	RE_TK_10	RE_UO_31
CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-glucose synthesis	397.2291858	1000	3.93462121	1952.01	999.4992248	1092.13807	999.9999613	978.6998409	997.7043665	1000	999.5767525	999.6756212	999.619614	999.8036717	37.49197579	652.4725585	999.8159422	269.3510526	1249.722201	999.713637	2000	1000	1000	1000	1539.153777	1001.440017	1000	1000	311.2716688	92.39078179	999.9998849	1000	999.8491946	1000	1000	122.5271506	999.7872237	999.7904057	744.489633	1000	999.9993021	1000	1000	424.6774642	604.0347705	1000	1000	1000	999.8868686	37.65606021	1841.35	999.5441357	999.7936715	241.6585705	999.9999532	368.4271072	1000	999.6417049	999.9999811
CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-galactose synthesis	397.2291858	999.999999	3.93462121	1952.01	999.4992248	1338.335	999.9999613	978.6998409	997.7043665	1000	999.5767525	999.6756212	999.619614	999.8036717	37.49197578	652.4725585	999.8159422	269.3510526	1900.985	999.713637	2000	1000	1000	1000	1539.153777	1999.712356	1000	1000	311.2716688	92.39078179	999.9998849	1000	999.8491946	1000	1000	122.5271506	999.7872237	999.7904057	744.489633	999.9999842	999.9993021	1000	1000	424.6774642	604.0347706	1000	1000	1000	1999.886869	37.65606021	1841.35	999.5441357	999.7936715	241.6585705	999.9999532	368.4271072	1000	999.6417049	999.9999811
CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-glucuronate synthesis	397.2291858	1070.445	10.4974271	1952.01	999.4992248	1338.335	999.9999613	1000	997.7043665	2000	999.5767525	1000	999.619614	999.8036717	37.49197579	673.3880472	999.8159422	269.3510526	1900.985	1683.765	2000	999.988577	1000	1000	1923.412711	1999.977597	1000	1000	311.2716688	270.6668421	1000	1999.975	999.8491946	999.9999999	999.9999983	822.3125866	1999.770652	1615.75	744.4896329	1000	999.9993021	999.9903793	1000	424.6774642	1049.985	1330.325	1000	1000	1999.878058	37.75761096	999.9759518	999.5441357	1749.799878	241.6585705	999.9999532	386.7732805	2000	999.6417049	1499.994999
CARBOHYDRATES METABOLISM	FUCOSE METABOLISM	GDP-L-fucose synthesis	687.3641675	1000	3.93462121	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	191.8988199	959.8054754	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	195.5739653	0	1000	1000	1000	0	526.5158556	1000	1000	1000	1000	1000	1000	1000	408.2249591	638.2182081	1000	1000	1000	1000	363.1413911	1000	1000	1000	1000	1000	395.1944853	1000	1000	1000
CARBOHYDRATES METABOLISM	MANNOSE METABOLISM	Mannose degradation (to fructose-6-phosphate)	1000	1070.445	2967.746112	1952.01	1548.25	1338.335	5879.208762	1000	2577.908321	2381.525	1486.645	1000	1114.588274	2029.795	1069.57	1394.602846	1000	1767.307191	1900.985	1683.765	3430.495	1000	1000	1586.395	1831.640059	2036.56	1000	4948.7182	555.1913769	218.1789843	1000	3288.855	1677.035	1000	1000	316.4449276	5847.2727	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	399.536617	1841.35	2340.38	3920.257923	2040.64	5000	1077.525078	2878.315	1234.02	1831.445
CARBOHYDRATES METABOLISM	MANNOSE METABOLISM	GDP-mannose synthesis	687.3641675	1000	3.93462121	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	191.8988199	830.0776064	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	126.157076	1000	1000	1000	1000	1000	289.7230215	1000	1000	1000	1000	1000	1000	1000	408.224959	638.2182081	1000	1000	1000	1000	363.1413911	1000	1000	1000	1000	1000	306.5923042	1000	1000	1000
CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	UDP-N-acetyl D-galactosamine synthesis	0	1070.445	7.86924242	1249.999839	997.2546893	999.9999472	999.9997868	1000	1247.803678	1500	997.7276288	998.0832161	997.9333333	1998.933333	175.8287575	1219.595851	999	996.0933753	1248.358461	998.3078548	1000	999.1333333	1000	1000	997.7310341	998.3002825	1000	1000	797.3338659	382.1471219	1000	1000	999.1732661	1000	1000	997.0415545	998.7426857	998.7614883	996.9333333	1000	999.9961739	999.2700712	1000	445.4252621	631.8948635	1330.325	1000	1000	999.3314965	289.4992891	999.0525258	997.5121577	998.7807861	996.3897025	999.9997455	380.8881287	1000	998.0269023	1000
CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	CMP-N-acetylneuraminate synthesis	498.026016	1000	9.608177053	1000	578.7024419	1000	999.9997868	1000	1000	1000	938.560304	895.4691866	608.9320111	1000	19.73392951	552.7334175	999	0	1000	998.3078548	1000	1000	1000	1000	1340.072997	1000	1000	1000	644.9431805	299.7467261	1000	1000	1000	1000	999.9998652	354.9439335	1000	1000	340.9332588	999.9999144	999.9961739	1000	1000	110.5675197	199.2597071	1000	1000	1000	1000	34.51187984	999.0525258	719.023076	998.7807861	610.9948559	999.9997455	339.9824657	1000	1000	1000
CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	N-Acetylglucosamine synthesis	0	400	1000	1000	1548.25	1338.335	0	1000	1000	1000	1000	0	1000	0	0	1000	1000	1000	1000	1000	2000	0	1000	0.02	1997.731034	1998.300283	1000	999.9533483	1000	1000	1000	2000	1677.035	0.03	0.025000344	1000	1998.742686	1615.75	0	0	500	999.2700712	1000	0	1049.985	0	1000	1000	1999.331497	1000	0	1000	1000	1000	1000	0	400	0	1000
CARBOHYDRATES METABOLISM	PENTOSE AND GLUCURONATE INTERCONVERSION	Glucuronate synthesis (via inositol)	397.2291858	1070.445	39.40097929	1952.01	1499.494704	1338.335	1999.924961	1000	1840.377212	2381.525	999.5767525	1000	0	999.8036717	37.49197581	462.7868066	999.8159422	1269.34462	1900.985	999.9972136	3000	1000	1000	1499.98	1557.969467	2036.56	1000	1499.972657	311.2716688	172.308076	1000	999.975	1499.842833	1000	1000	593.183315	1999.98293	1615.75	744.4896329	999.9999987	1043.17	1000	1000	442.3285235	1049.985	1330.325	1000	1000	3499.876957	35.14797893	999.9759518	999.5441357	1749.799878	1241.652626	999.9999532	460.5481059	1000	1234.02	999.9949998
CARBOHYDRATES METABOLISM	PENTOSE AND GLUCURONATE INTERCONVERSION	Glucuronate synthesis (via udp-glucose)	397.2291857	1070.445	10.4974271	1952.01	1499.494704	1338.335	1999.924961	1000	1400.357675	1963.064839	999.5767525	1000	662.4313716	999.8036717	37.4919758	488.2063342	999.8159422	1269.34462	1900.985	999.9972136	3000	1000	1000	1499.98	1877.706904	2036.56	1000	1499.972657	311.2716688	161.9745399	1000	999.975	1499.842833	1000	1000	598.8834451	1999.98293	1615.75	744.4896329	999.9999987	1043.17	1000	1000	424.6774642	1049.985	1330.325	1000	1000	3499.876957	35.22480427	999.9759518	999.5441357	1749.799878	1241.652626	999.9999532	306.6428488	1000	1234.02	999.9949998
CARBOHYDRATES METABOLISM	KETOGENESIS	Synthesis of acetone	1000	0	0	0	0	0	0	0	0	0	0	0	1513.284606	0	0	0	0	0	0	0	1999.845	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1049.985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBOHYDRATES METABOLISM	KETOGENESIS	(R)-3-Hydroxybutanoate synthesis	0	0	13.26898027	1952.01	1000	999.99	999.395	999.95	1000	1000	1000	998.37	1000	1000	535.7357488	999.81	1000	0	1900.985	0	999.845	1000	1000	999.985	1000	1000	1000	1000	0	0	1000	-7.97E-14	1677.035	991.575	0	941.1425022	0	1000	1000	999.93	1043.17	1000	1000	999.995	1000	0	1000	1516.295	1000	1000	0	1000	-3.52E-13	0.04	1000	497.6035707	1999.73	0	0
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Synthesis of inositol	361.1174416	1070.445	3.576928373	1952.01	1464.907298	1338.335	1999.99987	965.386848	1498.496743	2000	1486.645	1000	712.6919457	1999.350588	34.08361437	420.7152787	1000	244.8645933	1593.08833	1683.765	2000	1000	1000	1586.395	1115.786521	1998.965172	1000	1999.971551	282.9742444	148.8660324	1000	2000	1677.035	1000	1000	84.75198166	1999.234518	1615.75	676.8087572	1712.735	1043.17	1000	1000	370.0049899	538.9653193	1330.325	1000	1516.295	1999.592999	31.95270812	1841.35	1155.256075	1999.257714	219.6896096	1999.999845	265.8536512	2000	1234.02	1831.445
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Inositol as input for glucuronate-xylulose pathway	0	1000	0	0	0	0	1000	1000	1000	0	0	0	0	0	0	0	0	1000	0	0	0	1000	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	1000	0	0	0	0	0
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Synthesis of phosphatidylinositol from inositol	1000	1070.445	766.9870693	1952.01	1548.25	1338.335	1999.99987	1000	1830.406691	1708.869925	1486.645	1000	1190.484461	1999.350588	1069.57	1371.947829	1000	959.1616495	1900.985	1683.765	2000	1000	1000	1586.395	1998.6186	1998.965172	1000	1999.971551	1057.782982	1091.840407	1000	2000	1677.035	1000	1000	813.2823001	1999.234518	1615.75	1149.44068	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	1999.592999	915.2950768	1841.35	1757.701271	1999.257714	1997.801966	1999.999845	1293.76789	2000	1234.02	1831.445
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Conversion of phosphatidyl-1D-myo-inositol to 1D-myo-inositol 1-phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBOHYDRATES METABOLISM	STARCH DEGRADATION	Starch degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	Link between glyoxylate metabolism and pentose phosphate pathway (Xylulose to glycolate)	0	1000	0	0	536.6662664	0	1000	1000	1756.798083	0	1000	0	0	0	0	0	0	2000	1000	0	3000	1000	0	0	0	1000	1000	1941.527552	1642.486267	0	1000	598.6266964	0	0	0	0	1000	1615.75	0	0	1000	0	1000	0	383.5669911	750	0	0	1000	0	0	1592.238627	0	2040.64	249.9999969	1313.591287	1000	0	0
CARBOHYDRATES METABOLISM	METHYLGLYOXAL METABOLISM	Synthesis of methylglyoxal	361.1174416	1000	3.576928373	1952.01	1000	1000	1674.205	965.386848	2000	1000	1000	1000	712.6919457	1000	34.08361431	420.7152787	1000	244.8645933	1000	1000	893.325	1000	1000	1000	1779.420548	1000	1000	1000	196.6237703	58.90018389	1000	747.385	1000	1000	1000	84.75198166	2000	1000	676.8087572	1000	1000	1000	1000	370.0049899	527.9664899	1000	1000	1000	1000	31.95270812	1000	1000	39.6	219.6896096	1000	265.8536512	1000	1234.02	1000
AMINO ACIDS METABOLISM	ALANINE METABOLISM	Alanine synthesis	1000	1070.445	15.74614065	1952.01	51.51934593	1338.335	907.01881	1000	1940.088866	2381.525	1486.645	1000	907.6859282	1675.109149	1069.57	651.7424578	1000	1381.295962	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	1887.390822	1000	1714.500518	340.9867934	99.07596317	1000	1262.539277	1677.035	1000	1000	507.8541045	2576.480558	1615.75	1273.86	1712.735	958.4729801	1000	1000	1238.389011	1049.985	1330.325	1000	1516.295	3161.629128	173.0813706	1841.35	2277.618341	2023.282368	1223.954636	2508.35121	326.9574867	1989.4625	1234.02	1831.445
AMINO ACIDS METABOLISM	ALANINE METABOLISM	Alanine degradation	0	1070.445	7069.725	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	5694.080322	3646.715	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	ALANINE METABOLISM	Synthesis of alanine from glutamine	1000	1070.445	392.0945818	1952.01	1548.25	1338.335	1005.392192	1000	2655.735599	2381.525	1486.645	1000	1392.779169	2029.795	1069.57	2427.072945	1000	1929.538566	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	1714.500518	1780.868336	1751.192787	1000	1965.946087	1677.035	1000	1000	2025.347499	2977.642832	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	3983.995531	878.5780072	1841.35	2340.38	2813.970322	1834.420234	3008.919848	1953.497421	1989.4625	1234.02	1831.445
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Arginine synthesis	0	252.2287053	21.29530154	200.8619903	15.40461748	1000.694976	170.4686047	6.804222887	1077.558267	1.079545455	25.285	2.9033612	17.52221886	92.2767568	2.192968186	68.449	994.3959405	5000	23.12607101	1683.765	241.4480491	8.564800069	980.827177	1001.110265	1020.347111	988.1441046	1000	117.681196	246.7992919	5.548664695	1000	1154.140877	194.0366342	12.90320183	985.5353558	1.95965531	61.34740183	2.571781132	23.20487168	0.885640843	969.6506737	1000	975.4748844	992.1135967	18.31263825	139.8873094	1000	1235.917492	4.17891539	228.8866667	1008.074135	3.509837237	1015.797632	18.15156056	182.7872662	4.341744208	4.710271739	26.634	2.86493904
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Arginine degradation	0	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of arginine from glutamine	1000	252.2287052	21.29530154	210.0420775	15.40461748	1000.694976	166.8813596	6.804222887	1077.558267	1.079545455	25.285	2.9033612	17.52221886	92.2767568	0	68.449	992.4953937	5000	23.12607101	1683.765	240.6362023	8.564800069	980.827177	1001.110265	1020.347111	988.1441046	1000	117.681196	282.1901433	5.548664695	1000	1155.860156	194.0366342	12.90303529	985.5353558	1.95965531	61.34740183	2.571781132	23.20487168	0.885640843	969.6506524	1000	975.4748844	992.1135803	18.31263825	144.7119555	1000	1235.919743	4.17891539	228.8866667	1008.074135	3.509837237	1015.797632	18.15156056	183.5761893	4.341744208	4.710271739	26.634	2.86493904
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of nitric oxide from arginine	501.6829955	0	33.92364577	1000	51.51419962	1000	978.8670269	542.6789446	1000	1000	0	999.4654848	379.7825295	1000	176.205271	0	1000	0	1000	1000	1000	1000	875.1325	1586.395	1000	1000	1000	0	0	-1.71E-13	1000	-1.54E-13	0	999.605	0	0	1000	1000	938.2282595	1000	949.4607761	1000	886.5001737	448.3647711	484.7439516	0	1000	999.395	1000	0	0	0	0	0	0	0	1000	0	1000.035
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Synthesis of aspartate from glutamine	1000	1070.445	23.60772726	1952.01	1548.25	1338.335	1027.954651	1000	2617.19773	2021.595704	1486.645	1000	1763.813437	2029.795	1069.57	2001.289819	1000	2126.929427	1900.985	1683.765	3430.495	1000	1000	1586.395	1982.553127	2036.56	1000	3025.78013	1741.705946	579.7866685	1000	2014.390129	1677.035	1000	1000	1589.189752	2000.707139	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	2492.947574	878.5780072	1841.35	2340.38	1990.611263	2022.272179	2074.732667	2155.964531	2878.315	1234.02	1014.122089
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of creatine from arginine	1000	1011.915	1029.055	1021.6	1011.705	1338.335	1061.295	1000	2000	1019.55	1017.985	1000	1024.6	1026.49	1014.35	1023.51	1000	1012.985	0	1014.955	1034.77	1000	1000	1011.12	1030.795	2000	1000	1032.485	1046.775	1044.535	1000	1034.47	1019.86	1000	1000	1019.93	1029.045	1018.69	1012.54	1015.915	1013.105	0	1000	1013.635	1014.865	1008.07	1000	1014.29	1013.53	1032.935	1841.35	1018.41	1028.91	1031.26	1994.071211	1028.755	1014.465	1010.725	1014.685
AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	Asparagine synthesis	985.6315366	61.38980092	978.3922492	178.3645128	1.001563307	17.5159218	26.61253078	985.3364268	7.061676202	1.875	981.8571426	2.553811705	1.048065987	73.45353838	990.1280818	968.4797692	3.261720884	2.023655533	986.8937727	1.604729447	182.8969812	0.190439504	207.260717	989.9927365	0.984330282	0.007420133	2.208055353	54.50929417	966.274706	4.276988307	1000	93.94065444	11.11081158	2.090756845	18.89853041	985.3679567	6.306466386	0.831051142	21.12182189	0.599896344	1.494488442	1.672169624	0.238014621	1.391132173	4.572903289	12.20557164	4.35	181.5819767	0.37460594	0.033756682	0.075263656	985.6949058	1.640664375	26.25022972	25.20590259	980.4314845	6.179402174	3.776704971	1.940590784
AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	Asparagine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2565.735053	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Aspartate synthesis	0	1000	62.98456258	1000	1548.25	1000	1000	1000	1942.433012	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2000	1000	1000	1000	1000	1978.909124	1000	1627.685035	1174.229542	533.5957002	1000	1000	1000	1000	1000	1000	1000	1615.75	1000	1000	1000	1000	1000	1000	931.423355	1330.325	1000	1000	1499.992307	291.8403381	1000	1560.071547	1000	999.7500563	1000	1043.492431	2000	1000	1000
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Aspartate degradation	1000	1070.445	6248.320672	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4302.651766	3023.136048	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of aspartate to arginine	1000	252.2290998	21.29530154	201.2642444	15.40461748	1000.694976	165.8892342	6.804222887	1077.558267	1.079545455	25.285	2.9033612	17.52221886	92.2767568	1.195916293	68.449	992.4953937	5000	23.12607101	1683.765	240.6362023	8.564800069	980.827177	1001.110265	1020.347111	988.1441046	1000	117.681196	246.7992919	5.548664695	1000	1153.476441	194.0366342	12.90303529	985.5353558	1.95965531	61.34740183	2.571781132	23.20487168	0.885640843	969.6506524	1000	975.4748844	992.1135803	18.31263321	139.3670995	1000	1202.206595	4.17891539	228.8866667	1008.074135	3.509837237	1015.797632	18.15156056	182.7872661	4.341744208	4.710271739	26.634	2.86493904
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of aspartate to beta-alanine	1000	1000	15.48624157	1952.01	0	1338.335	1000	1000	3766.406247	2000	1000	1000	782.3940221	2000	546.5251382	651.641995	1000	2000	1000	1000	3000	1000	1000	0	2280.252553	2000	1000	1000	207.7281131	112.8558747	1000	1957.225	0	0	1000	0	1000	1615.75	1000	1000	0	1000	1000	126.8894538	1049.985	1330.325	1000	1000	5000	0	1000	1000	2000	1000	1000	356.9470582	1999.97	1234.02	1831.445
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of asparate to asparagine	985.3622491	61.805206	978.3862272	192.6697049	1.01045399	18.5069738	26.61253078	985.3364268	7.08104925	1.875	981.8571426	1.574743457	1.559878893	86.11333392	990.1280818	968.4796601	1.680943843	2.268802416	986.8937727	1.604729447	182.0802358	0.190439504	210.0659378	989.9926791	0.984330282	0.007420133	1.101310224	54.50631064	966.6376225	4.276988307	1000	95.0270587	11.29347222	2.090697068	20.32175963	985.3679567	6.306466386	0.831051142	22.23809776	0.599896344	1.700974854	1.672169624	0.238014621	1.391132173	4.59294177	12.20557164	4.35	201.8165953	0.37460594	0.052111596	0.075263656	985.6949058	1.640664375	26.25022972	25.20590259	980.4314845	6.179402174	3.799968666	1.940590784
AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	beta-Alanine synthesis	1000	1000	26.19141228	1952.01	0	1338.335	860.1451329	1000	3641.841431	2000	1000	1000	631.3844151	2000	546.5251381	632.3324587	1000	2000	1000	1000	3000	1000	1000	0	2248.615278	2000	1000	1000	193.5510579	99.07596317	1000	1776.274971	0	0	1000	0	1000	1615.75	1000	1000	0	1000	1000	126.8894538	1049.985	1330.325	1000	1000	5000	0	1000	1000	2000	1000	1000	343.4979484	1999.97	1234.02	1831.445
AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	beta-Alanine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	0	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	Beta-alanine to 3-oxopropanoate	1000	1000	0	0	1548.25	1338.335	0	644.4232292	1818.265762	2000	1000	1000	336.3860206	2000	1037.692019	0	1000	0	1900.985	0	2000	1000	1000	505.0016618	743.7005936	2000	1000	2000	456.4577239	78.07327974	0	1976.735804	1677.035	5.623994096	0	158.3896751	1000	1615.75	1273.86	1712.735	732.4904095	1000	1000	1000	1049.985	1330.325	1000	1000	2000	38.61350358	1000	1963.63459	1000	889.5936885	1000	332.9906442	1000	1234.02	1009.315961
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Cysteine synthesis (need serine and methionine)	1000	1070.445	983.3522882	1952.01	1548.25	1338.335	4003.905964	1000	3991.874015	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	996.756808	1000	1586.395	2717.48	2036.56	1000	3981.426273	4983.773714	3436.333553	1000	2143.8319	1677.035	1000	1000	2391.335	4994.665623	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	4996.178975	1817.365	1841.35	1994.102304	3960.4	2040.64	5000	2989.313663	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Cysteine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Synthesis of cysteine from cystine	1000	1070.445	313.3665619	1952.01	1548.25	1338.335	4801.980925	1000	4992.638504	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	4572.565576	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	5726.041364	3253.818802	3646.715	1000	2112.482214	1677.035	1000	1000	2391.335	4995.103265	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	3011.178842	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Synthesis of taurine from cysteine	289.1535612	1000	7.54E-14	1000.165	1349.277033	1338.335	1000	1000	2001.015	0.05	1.75E-13	1000	1768.87	0	34.08361436	1651.641995	1000	65.07591908	1900.985	1000	2002.33	-5.30E-14	1000	1000.335	1001.545	2000.555	1000	1000	2000	1037.985297	0.00028	1000	3.89E-13	1000	1000	1000	1.94E-13	1615.75	1000	4.59E-14	-3.60E-13	1000	1000	1287.585	1000.12	1000	1000	-1.08E-28	2000.76	1012.223436	1000	2000	0	1000	-6.13E-16	1326.095838	2000	1000	-1.06E-13
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Glutamate synthesis	1000	1070.445	83.15022261	1952.01	51.52104005	1338.335	2692.337884	1000	2852.780201	2381.525	1486.645	1000	1768.87	1647.757993	1069.57	961.3482589	1000	3104.051399	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	1839.375104	938.462119	519.8966729	1000	2514.783222	1677.035	1000	1000	1353.966934	6057.597855	1615.75	1273.86	1712.735	958.5836924	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	3112.999054	173.0813706	1793.969975	2340.38	2775.971078	2040.64	3716.15662	2159.567554	2319.473315	1234.02	1831.445
