System	Subsystem	Description	RE_786_0	RE_A498	LC_A549_ATCC	RE_ACHN	OV_NCIADR_RES	BR_BT_549	RE_CAKI_1	LE_CCRF_CEM	CO_COLO205	PR_DU_145	LC_EKVX	CO_HCC_2998	CO_HCT_15	CO_HCT_116	LE_HL_60	LC_HOP_62	LC_HOP_92	BR_HS578T	CO_HT29	OV_IGROV1	LE_K_562	CO_KM12	ME_LOXIMVI	ME_M14	ME_MALME_3M	BR_MCF7	BR_MDA_MB_231	ME_MDA_MB_435	LE_MOLT_4	LC_NCI_H23	LC_NCI_H226	OV_OVCAR_3	LC_NCI_H322M	LC_NCI_H460	LC_NCI_H522	OV_OVCAR_4	OV_OVCAR_5	OV_OVCAR_8	PR_PC_3	LE_RPMI_8226	RE_RXF393	CNS_SF_268	CNS_SF_295	CNS_SF_539	ME_SK_MEL_2	ME_SK_MEL_5	ME_SK_MEL_28	OV_SK_OV_3	RE_SN12C	CNS_SNB_19	CNS_SNB_75	LE_SR	CO_SW_620	BR_T_47D	RE_TK_10	CNS_U251	ME_UACC_62	ME_UACC_257	RE_UO_31
CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-galactose synthesis	20.18115909	19.8206968	20.26352764	20.08818684	20.05516473	19.74704808	20.04693323	20.19223999	20.68561612	20.22556094	20.24895453	20.37046572	20.53171003	20.59014012	20.55976011	19.91514197	19.83419577	19.92516452	20.30482003	20.16212526	20.81747067	20.53596339	20.33518929	20.09689929	19.94558744	20.59966738	19.95349504	20.27015356	20.23154439	20.40159633	20.20866186	20.25957577	20.31071302	20.39502371	20.38075014	20.30709661	19.89094961	20.37654165	20.20836329	20.45661872	19.42976009	20.27714626	20.15344436	19.86640043	19.67846995	20.62765789	20.11792842	19.47632518	20.10294655	20.2258204	19.66405629	20.28593513	20.53992657	20.55475955	19.47814677	20.35355647	20.4182224	20.30312409	19.91339283
CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	UDP-glucuronate synthesis	8.877446563	8.052021519	8.929773151	9.187986989	8.245900789	8.540154818	8.801310218	9.531553091	9.276028249	8.40807452	8.532651026	9.247375576	9.09511571	9.417293067	9.668071334	9.144383918	8.676676055	8.278277796	9.134655976	9.035580699	9.434769269	8.994567125	9.473630806	8.508736958	8.61270521	8.916063727	9.281905246	8.99430976	9.647052455	9.228973676	8.586740027	8.720238024	9.226982576	8.857349925	9.268058043	8.541504103	9.122610859	9.251201049	8.563705524	8.9264245	8.418851069	9.071918324	8.576517503	8.100024282	8.684349252	8.828312664	8.526162626	8.311278685	9.233486594	8.706601635	8.310479961	9.388613622	9.206715878	8.063834018	7.834111366	8.782928463	8.300710693	8.884376081	8.728290596
CARBOHYDRATES METABOLISM	FUCOSE METABOLISM	GDP-L-fucose synthesis	1.466268918	0.765545771	1.107639687	1.233995355	1.418933163	1.2578475	1.870378155	1.504695744	3.426002942	1.177799768	0.326002942	2.196860644	1.876410849	1.710069094	1.94103748	1.625030194	1.210155324	1.227915796	2.095650183	1.385323439	1.401114669	2.545304781	1.305565179	1.48381898	1.324687893	1.397285854	1.753721088	1.510890071	1.865683792	1.369317973	0.91568823	1.773889792	1.246625343	1.346797146	1.120196988	2.187256408	0.761207829	1.371535561	1.913373736	2.562979814	0.895337171	1.459172699	1.446468111	1.289477462	1.310110342	1.772445299	1.705015122	1.799839656	1.270412452	1.499507238	1.518674265	1.517222121	2.583560411	1.427400869	1.426644989	1.379763209	1.348626114	1.506619078	1.19145056
CARBOHYDRATES METABOLISM	MANNOSE METABOLISM	Mannose degradation (to fructose-6-phosphate)	30.18597193	29.28851994	30.28317975	30.28240467	29.55488021	29.45143717	29.86471786	31.01026502	30.85648076	29.77088294	29.6859118	30.72133648	30.60694077	30.82806772	31.3419766	30.41357493	29.94590867	28.94371959	30.51446773	30.46226433	30.93695438	30.44096022	30.87183348	29.39180524	29.22612269	30.03261739	30.42685625	30.19204256	31.16084977	30.63321873	29.68334382	30.21411154	30.55004248	30.20884011	30.59238338	29.71280563	30.55438682	30.64495877	30.00171372	30.1414949	29.258114	30.18570501	29.95376203	29.27075572	29.6785327	29.80988032	27.73451814	29.56314951	30.22926599	29.60174385	28.86024929	31.04459253	30.48736984	29.29835758	29.10236477	29.97292747	29.51209056	29.83172138	29.87293741
CARBOHYDRATES METABOLISM	MANNOSE METABOLISM	GDP-mannose synthesis	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	UDP-N-acetyl D-galactosamine synthesis	5.889995015	5.495046005	5.904563158	5.812292348	5.667375787	5.716696997	5.819594735	5.948617181	5.937120904	5.693947691	5.83367813	5.889729976	5.953737107	5.932076188	5.912191029	5.873264741	5.796205236	5.65402245	5.916964757	5.912221707	5.95155428	5.920683451	5.92819002	5.831375989	5.800379184	5.921374681	5.930536472	5.899756646	5.922897535	5.921515333	5.806518098	5.886910296	5.913619907	5.893229766	5.935117106	5.800619506	5.877774687	5.92153109	5.831904038	5.875097112	5.595059101	5.94913084	5.878423289	5.416121988	5.724250849	5.87898892	5.888650004	5.435327082	5.90181729	5.902417946	5.319460758	5.959872843	5.904391767	5.724456975	5.233623661	5.885229614	5.799033455	5.917877343	5.82231521
CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	CMP-N-acetylneuraminate synthesis	2.152866268	2.389989418	2.363788632	4.014593908	2.34102794	1.717479212	3.469448959	2.313320288	3.110102198	2.754107923	1.408304873	5.302794384	4.562931702	3.29445582	3.599822108	5.124961732	1.450520496	1.126411826	3.39132942	1.118821035	5.329226745	4.576185896	4.878063419	2.944195035	3.632725919	2.663553816	2.477249445	2.832120384	2.385671292	2.311912711	4.601323699	1.981751266	5.303107402	3.185153491	2.378880659	1.620965779	1.633725472	2.236226743	3.0046819	2.326046885	2.252373965	3.638977273	3.201709553	2.116101842	3.20712376	2.699340921	5.180217321	0.652005884	1.078542534	1.712415439	1.429652148	3.969158186	5.302967622	4.118731228	2.398177894	3.788828715	3.173258202	4.185860765	3.079900623
CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	N-Acetylglucosamine synthesis	7.577782948	6.698932738	7.626138836	7.982890877	6.913121001	7.152153195	7.485581399	8.430636695	8.199545409	7.066336792	7.247647175	8.054624801	7.861202712	8.293634126	8.664109309	7.846318454	7.364684288	6.866209838	7.928717413	7.824923065	8.331559829	7.756767243	8.330394101	7.163866471	7.304710661	7.746469056	7.92992396	7.659646118	8.603668465	8.010943441	7.282952313	7.3348169	7.973413605	7.571649373	7.993820082	7.279432757	7.828376399	8.041535013	7.266382864	7.623413782	7.064860955	7.770956214	7.320036188	6.774722217	7.322048408	7.635405006	7.294272134	6.875587374	7.913023139	7.402146222	6.846820771	8.118523113	7.955847272	6.793734405	6.518847772	7.520036884	6.980355499	7.672383464	7.44755794
CARBOHYDRATES METABOLISM	PENTOSE AND GLUCURONATE INTERCONVERSION	Glucuronate synthesis (via inositol)	8.846415326	8.486795105	8.852114428	8.863623284	8.721644616	8.320274146	8.758412423	8.913526488	8.962471178	8.746985224	8.761604201	8.954788261	8.898765143	8.972348243	9.087186907	8.877105735	8.605995218	8.350501978	8.89196001	8.836972554	8.991080577	8.871943293	9.000448196	8.621468414	8.196626765	8.826510027	8.888982101	8.802169194	8.970692535	8.934374201	8.753638263	8.823854958	8.89555879	8.836675781	8.849376711	8.775755225	8.79204562	8.937230266	8.802618539	8.869848033	7.848418838	8.82788949	8.765780892	8.40522537	8.398547026	8.810314432	6.868321804	8.166500468	8.875914402	8.733180744	7.772535374	8.832759799	8.916320278	8.665961375	8.398534873	8.796490735	8.640434597	8.700524412	8.761350302
CARBOHYDRATES METABOLISM	PENTOSE AND GLUCURONATE INTERCONVERSION	Glucuronate synthesis (via udp-glucose)	10.12894327	9.267695113	10.19762569	10.49035719	9.399286836	9.763423046	10.05229905	10.92115456	10.59203429	9.618006531	9.683436021	10.55688773	10.38849728	10.77283387	11.16112071	10.44447959	9.887974968	9.517156563	10.4376875	10.30995431	10.79205846	10.26323625	10.79511583	9.661371334	9.775763734	10.1675667	10.6262472	10.26830979	11.13813558	10.53529909	9.760923154	9.94701882	10.53834654	10.1158695	10.58837125	9.429553223	10.42814895	10.56217142	9.769426741	10.14822051	9.642257777	10.37343668	9.790579321	9.308452694	9.899703518	10.04530668	9.50181468	9.4984467	10.55541184	9.94655575	9.493398132	10.75304702	10.51293501	9.197429517	8.245431888	10.02915803	9.434816348	10.13776314	9.964077085
CARBOHYDRATES METABOLISM	KETOGENESIS	Synthesis of acetone	6.64191522	5.6972237	7.088080655	4.763200369	5.321510812	4.595045713	4.842813019	7.072435936	8.400721833	6.071849036	5.689068511	7.081877778	8.116812066	7.938537681	7.018512272	7.182377143	4.296399734	5.102010232	7.060056218	6.040274946	8.696236558	7.779286083	6.409939503	5.410768718	3.934605332	6.827792386	7.944257273	7.209481018	6.210897512	7.267083588	5.055429866	6.654310939	6.297395721	7.948416695	6.245672264	4.968463564	6.32396676	7.416607042	5.559191015	5.993713771	4.302477065	7.322522758	6.969386614	4.51549603	4.518297845	7.084269787	3.66785276	4.689632577	6.937402969	7.210755534	3.493243863	7.502847243	7.555816121	6.602268992	2.917222092	7.092547454	5.050585376	6.375058842	5.819509641
CARBOHYDRATES METABOLISM	KETOGENESIS	(R)-3-Hydroxybutanoate synthesis	6.64191522	5.6972237	7.088080655	4.763200369	5.321510812	4.595045713	4.842813019	7.072435936	8.400721833	6.071849036	5.689068511	7.081877778	8.116812066	7.938537681	7.018512272	7.182377143	4.296399734	5.102010232	7.060056218	6.040274946	8.696236558	7.779286083	6.409939503	5.410768718	3.934605332	6.827792386	7.944257273	7.209481018	6.210897512	7.267083588	5.055429866	6.654310939	6.297395721	7.948416695	6.245672264	4.968463564	6.32396676	7.416607042	5.559191015	5.993713771	4.302477065	7.322522758	6.969386614	4.51549603	4.518297845	7.084269787	3.66785276	4.689632577	6.937402969	7.210755534	3.493243863	7.502847243	7.555816121	6.602268992	2.917222092	7.092547454	5.050585376	6.375058842	5.819509641
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Synthesis of inositol	10.71293117	9.814403976	10.78773807	10.99067089	10.04301706	9.817542684	10.63834649	11.40077827	11.10996211	10.26799199	10.10167678	11.05827711	10.95253758	11.26482356	11.46450037	10.97759263	10.51654021	9.991891112	10.99440305	10.8666919	11.27868942	10.8354589	11.17222941	10.14275406	9.642982912	10.75286657	11.13087495	10.8377718	11.45874622	11.05729047	10.31135096	10.57257073	11.06531619	10.71879089	11.11849337	10.31575057	10.98904959	11.08090781	10.4084894	10.7150405	9.540759752	10.91505065	10.45774776	9.88668263	10.40183246	10.63160501	7.765183092	10.14874307	11.08771691	10.58911113	9.51440961	11.21959305	11.03513479	9.694341767	9.299873245	10.64711598	9.982300393	10.72680146	10.5686218
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Inositol as input for glucuronate-xylulose pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Synthesis of phosphatidylinositol from inositol	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	Conversion of phosphatidyl-1D-myo-inositol to 1D-myo-inositol 1-phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBOHYDRATES METABOLISM	STARCH DEGRADATION	Starch degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	Link between glyoxylate metabolism and pentose phosphate pathway (Xylulose to glycolate)	13.11023347	12.8910307	13.35713777	13.87188356	12.90364959	13.05648728	13.2235341	14.55858896	14.94420781	13.06185595	12.797443	13.70431436	13.79300863	14.44552227	15.15283814	12.75398351	12.8768422	12.93419409	14.34389482	13.62210147	14.21611229	13.23394675	14.03893118	12.48567021	12.97138461	14.29891406	12.8990678	13.04050579	14.91904827	13.72783234	13.14250265	12.7431969	13.18977658	13.60343178	13.12512432	12.91245308	13.57414828	13.91183738	12.86891794	12.65373864	13.17435394	13.70376962	14.15960849	13.25511254	12.9984369	14.28754351	12.95387715	12.69811523	13.58764916	13.39731022	12.27164556	13.86528066	13.61019773	13.00274696	12.01336807	13.79625709	12.59669917	14.07499272	13.79146711
CARBOHYDRATES METABOLISM	METHYLGLYOXAL METABOLISM	Synthesis of methylglyoxal	19.44599927	18.23566064	19.7096995	19.32269625	18.33682949	18.44160419	18.88380273	20.68443434	20.44518374	18.80640202	18.56174033	20.0277175	20.35143279	20.45936436	20.78007728	19.76594216	18.92250225	17.71998296	20.09061921	19.8504729	20.60470906	19.88592782	19.88592125	18.10516298	17.88059723	19.41732171	20.10634542	19.56077037	20.57871865	20.13428913	18.56368969	19.58870333	20.06979363	19.5917312	20.25285863	18.47571221	20.1074759	20.15965471	19.01541995	19.15960012	18.03021639	19.76611154	19.3488367	18.14232693	18.52385153	18.78524275	14.69269555	18.58312886	19.59623973	18.83248755	17.43527136	20.92880626	19.9150281	17.94147685	17.33070868	19.32734965	18.33224264	19.11143968	18.94347104
AMINO ACIDS METABOLISM	ALANINE METABOLISM	Alanine synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ALANINE METABOLISM	Alanine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	ALANINE METABOLISM	Synthesis of alanine from glutamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Arginine synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Arginine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of arginine from glutamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of nitric oxide from arginine	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255	1.787462629	2.255	2.255	1.178841261	2.255	2.255	2.255	2.23022428	2.255	2.255	0.883070985	2.255	2.255	2.255	2.255	2.255	2.255	2.255	2.255
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Synthesis of aspartate from glutamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ARGININE METABOLISM	Synthesis of creatine from arginine	2.839792543	2.845768819	4.466555542	3.412562943	1.014367034	2.626801525	2.714624321	3.761561602	5.052150659	4.352415632	4.021457415	4.854228549	4.215103756	3.69484814	3.967504724	1.693508185	2.720686707	1.888848999	3.94301396	2.946858855	5.333311144	4.357537161	4.062770864	3.329701838	2.333758721	4.488747537	2.663172759	4.551666517	3.277519915	4.821776722	1.184652661	3.547526003	3.364005706	4.661799068	2.332013546	1.993319157	2.685639385	4.890638444	3.076727539	3.085643308	1.837462629	3.051682776	1.804507076	1.228841261	3.059323374	4.536477964	2.853121027	2.28022428	1.301801556	2.321121334	0.702005884	2.339880646	4.234575295	2.955429997	1.516082299	4.195580099	2.90982005	3.85743868	3.426377868
AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	Asparagine synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	Asparagine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Aspartate synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Aspartate degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of aspartate to arginine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of aspartate to beta-alanine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of asparate to asparagine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	beta-Alanine synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	beta-Alanine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	Beta-alanine to 3-oxopropanoate	6.206133528	4.113553231	6.276223557	5.031560775	5.466381357	4.132698282	4.403921379	5.824823172	7.301725278	5.412364653	5.236900494	6.795785972	6.71633579	7.12414248	6.310982626	6.754619296	3.172369015	3.791684661	5.026034805	4.041402586	7.216518212	6.309538077	5.799150767	4.372560069	2.720749556	5.720692965	6.300277579	5.355281971	5.506144575	6.766117538	5.077574475	5.648905717	4.812835736	7.454045569	3.955808345	4.929106524	4.641918987	7.037586695	4.543047087	6.657226693	2.413428264	5.917737964	5.308046013	1.993327948	4.624352094	7.404712996	4.332323863	3.035540012	6.38728747	6.541766287	1.528145287	4.147179599	7.109452698	4.914946399	3.570626216	6.087924238	3.937983336	4.133441622	5.734758889
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Cysteine synthesis (need serine and methionine)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Cysteine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Synthesis of cysteine from cystine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Synthesis of taurine from cysteine	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Glutamate synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Glutamate degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of glutamate to glutamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of glutamate to proline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
